name,datetime,maxC,minC,rocioC,hum_rel,velo_vien_kph,vien_grad_sex,nubosidad_por,radiac_solar_watios_m2,energ_solar_MJ_m2,clase_hoy,clase_manana
Lima,2011-04-23,24,18,17.4,82.3,20.5,175.6,63.8,163.7,14.2,parcialmente_nublado,parcialmente_nublado
Lima,2011-04-24,23,18,17,81.8,24.1,174.7,61.3,254.1,21.9,parcialmente_nublado,parcialmente_nublado
Lima,2011-04-25,23,17.9,16.8,81.9,14.8,184.9,65.3,237.6,20.6,parcialmente_nublado,parcialmente_nublado
Lima,2011-04-26,23,18,16.9,81.1,16.6,179.3,56.2,252.3,21.9,parcialmente_nublado,parcialmente_nublado
Lima,2011-04-27,24,18,17.2,83.8,20.5,173.4,63.2,261.6,22.7,parcialmente_nublado,parcialmente_nublado
Lima,2011-04-28,24,18,17.1,81.6,18.4,179.1,47.7,268,23,parcialmente_nublado,parcialmente_nublado
Lima,2011-04-29,24,18,17.2,82.5,14.8,182.7,47,271.2,23.4,parcialmente_nublado,parcialmente_nublado
Lima,2011-04-30,24,17.9,16.8,80.7,16.6,183.6,47.4,267.5,23.1,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-01,23,17.9,16.5,79.9,22.3,175.6,25.2,270.2,23.4,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-02,23,17,16.3,80.8,18.4,178,30.3,261,22.6,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-03,22,17,15.9,81.7,16.6,182.2,59.7,265.8,22.9,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-04,22,17,15.9,82.6,14.8,214.2,79.5,269.5,23.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-05,24,18,15.9,77.8,16.6,173.3,64.6,265.1,22.8,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-06,23,16.9,16.2,80.6,18.4,178.8,22,263,22.7,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-07,24,17.8,16.6,78.3,25.9,171.3,43.6,253.6,22,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-08,24,18,16.5,79.3,20.5,171,24.5,260.6,22.6,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-09,22,17.8,16.5,83.3,13,245.5,66.7,238.9,20.7,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-10,23,18,17.2,83.6,24.1,186.7,43.4,257.2,22.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-11,21,18,16.6,83.9,13,230.7,97.9,254.2,22,nublado,parcialmente_nublado
Lima,2011-05-12,24,19,16.6,78.8,14.8,192.6,96.1,250.2,21.7,nublado,nublado
Lima,2011-05-13,24.1,19,16.9,78.6,13,203.1,88.5,247.1,21.4,parcialmente_nublado,nublado
Lima,2011-05-14,23,19.9,17,78.7,20.5,175.5,99.5,257.1,22.1,nublado,parcialmente_nublado
Lima,2011-05-15,21.7,19,17,83.1,22.3,166.6,98.2,255.1,22,nublado,nublado
Lima,2011-05-16,20,18,16.2,83.5,20.5,171,100,256,22.2,nublado,nublado
Lima,2011-05-17,22,18,15.2,78,13,182.1,90.1,258.5,22.3,nublado,nublado
Lima,2011-05-18,23,18,15.3,76.9,14.8,182.9,65.6,258.7,22.4,parcialmente_nublado,nublado
Lima,2011-05-19,21.2,17,15.7,81.7,24.1,171.4,66.8,254,21.9,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-20,21,17,16,83.3,16.6,180.7,89.4,245.6,21.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-21,21.1,18,15.8,80.4,16.6,168.2,97.3,250.3,21.5,nublado,parcialmente_nublado
Lima,2011-05-22,21.1,18,15.7,80.3,18.4,170.3,99.6,240.3,20.8,nublado,nublado
Lima,2011-05-23,22,18.9,15.9,77.4,20.5,180.3,89.7,185,16,parcialmente_nublado,nublado
Lima,2011-05-24,22.1,17.2,16.3,80.7,17.2,213.5,90.7,237.9,20.7,nublado,parcialmente_nublado
Lima,2011-05-25,22,18.9,16.3,79.4,20.5,235.6,90.6,230.3,20,nublado,nublado
Lima,2011-05-26,21,19,16.2,81.9,16.6,180.6,98.6,237,20.5,nublado,nublado
Lima,2011-05-27,20.8,17.9,16,82,16.6,178.8,98.2,222,19,nublado,nublado
Lima,2011-05-28,22.1,18,15.8,77.9,16.6,172,67.6,233.3,20.3,parcialmente_nublado,nublado
Lima,2011-05-29,21,16.9,15.7,84.1,16.6,165.3,58.8,244.6,21.1,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-30,22,18,15.9,81.2,18.4,175.5,82,245,21.2,parcialmente_nublado,parcialmente_nublado
Lima,2011-05-31,22,18,15.9,80,20.5,170.3,97.3,246.4,21.2,nublado,parcialmente_nublado
Lima,2011-06-01,22,18,15.8,80.1,14.8,180.2,69.9,235.6,20.5,parcialmente_nublado,nublado
Lima,2011-06-02,23,16,16.2,80.9,13,183.1,57.3,237.9,20.6,parcialmente_nublado,parcialmente_nublado
Lima,2011-06-03,23.2,19,17.1,81.3,14.8,190,83.2,235.5,20.1,parcialmente_nublado,parcialmente_nublado
Lima,2011-06-04,22,19,17.1,83,22.3,172,96.6,225.9,19.6,nublado,parcialmente_nublado
Lima,2011-06-05,21,19,16.8,82.6,22.3,160.7,99.1,208.4,18.1,nublado,nublado
Lima,2011-06-06,22,18.8,16.7,80.8,20.5,167.4,100,233.8,20.3,nublado,nublado
Lima,2011-06-07,22,19,16.5,79.2,13,187.7,100,224.9,19.5,nublado,nublado
Lima,2011-06-08,22.7,19,16.5,78.2,24.1,164.2,95.2,240.9,21.1,nublado,nublado
Lima,2011-06-09,20,18.9,16.4,82.8,13,190.1,100,242.9,21.1,nublado,nublado
Lima,2011-06-10,21,19,16.4,81.6,14.8,173.1,100,238.3,20.7,nublado,nublado
Lima,2011-06-11,21.1,19,15.9,79,22.3,166.4,100,236.9,20.5,nublado,nublado
Lima,2011-06-12,21.1,18.9,14.8,73.9,16.6,161.5,98.7,240.6,21.1,nublado,nublado
Lima,2011-06-13,22,17.9,15,76.2,13,178.6,70.7,235.7,20.3,parcialmente_nublado,nublado
Lima,2011-06-14,21.1,17,15.8,81,16.6,179.3,95.9,233.4,20,nublado,parcialmente_nublado
Lima,2011-06-15,23,18,16.1,79.1,14.8,183.1,66.6,236.6,20.3,parcialmente_nublado,nublado
Lima,2011-06-16,22.1,17.7,16,78.1,14.8,175.4,90.5,237,20.4,nublado,parcialmente_nublado
Lima,2011-06-17,24,17.8,16.4,77.8,16.6,176.1,52,227.4,19.5,parcialmente_nublado,nublado
Lima,2011-06-18,23,19,16.9,80.7,20.5,168.8,81.2,233.2,20,parcialmente_nublado,parcialmente_nublado
Lima,2011-06-19,21,18.9,17.2,86.3,24.1,169.5,98.9,205.7,17.8,nublado,parcialmente_nublado
Lima,2011-06-20,21,18.2,16.8,85.4,22.3,163.8,100,231.1,20.1,nublado,nublado
Lima,2011-06-21,21,18,16.8,85.5,14.8,173.8,95.9,207.4,18.1,nublado,nublado
Lima,2011-06-22,20.8,18,16.4,83.3,20.5,162.9,100,212.9,18.4,nublado,nublado
Lima,2011-06-23,20,18,16,83,18.4,165.4,100,212.6,18.3,nublado,nublado
Lima,2011-06-24,20,17.7,15.9,85.5,14.8,169.9,100,219.2,19,nublado,nublado
Lima,2011-06-25,20,18,15.9,84.4,13,172.1,100,229.2,19.8,nublado,nublado
Lima,2011-06-26,22,17.9,15.6,78.6,18.4,164,94.3,233.4,20.1,nublado,nublado
Lima,2011-06-27,20,17,15.4,82.1,16.6,178.2,98.6,227.1,19.4,nublado,nublado
Lima,2011-06-28,21,18,16,81.8,22.3,168,99.1,231.1,20,nublado,nublado
Lima,2011-06-29,20,17,15.8,84.4,18.4,168.2,93.5,231.6,20.1,nublado,nublado
Lima,2011-06-30,22.1,17.2,15.4,79.2,18.4,168.2,85.6,234.3,20.4,lluvioso,nublado
Lima,2011-07-01,20,17,15,82.1,22.8,175.8,95,225.1,19.6,nublado,lluvioso
Lima,2011-07-02,20,17,15.1,82.7,16.6,170.8,99.5,213.4,18.4,lluvioso,nublado
Lima,2011-07-03,19,17,15.1,82.4,18.4,170.4,98.6,219.2,18.7,nublado,lluvioso
Lima,2011-07-04,19,17,15.9,89.4,11.2,176.1,100,221.6,19.2,nublado,nublado
Lima,2011-07-05,19.8,16.8,15.9,90,16.6,169.4,100,230.7,19.9,nublado,nublado
Lima,2011-07-06,19,16.9,15.9,90.7,14.8,168.8,100,187.4,16,nublado,nublado
Lima,2011-07-07,19,16.8,15.5,89,13,174.1,100,211.4,18.3,nublado,nublado
Lima,2011-07-08,20,17,15,83.1,22.3,161.5,99.8,231.1,20.1,nublado,nublado
Lima,2011-07-09,20.2,17,14.9,80.7,16.6,185.5,98.4,235.7,20.3,nublado,nublado
Lima,2011-07-10,19,17,15.4,86.3,14.8,195.3,100,242.9,21.1,nublado,nublado
Lima,2011-07-11,20,17,14.7,80.5,20.5,174.2,100,242.6,21.1,nublado,nublado
Lima,2011-07-12,19,16,15.1,88.6,14.8,196.3,97,227.2,19.7,nublado,nublado
Lima,2011-07-13,19,16.9,15.1,84,11.2,180.3,99.3,227.1,19.7,nublado,nublado
Lima,2011-07-14,19.2,16,15.7,90.6,11.2,180.5,89.9,230.5,20,parcialmente_nublado,nublado
Lima,2011-07-15,22,17,16.1,84.5,25.9,166.7,81.1,230.8,20.2,parcialmente_nublado,parcialmente_nublado
Lima,2011-07-16,20,17,16,87.8,20.5,166.5,100,243,21.1,nublado,parcialmente_nublado
Lima,2011-07-17,19,16.9,15.6,88.7,16.6,179.9,99.5,246.2,21.3,nublado,nublado
Lima,2011-07-18,18.1,16,15,88.1,11.2,202.2,99.5,248.3,21.5,nublado,nublado
Lima,2011-07-19,18,16,14.9,87.5,18.4,181.8,100,247.4,21.4,nublado,nublado
Lima,2011-07-20,18,16,14.7,86.5,25.9,162,98.6,251.2,21.7,nublado,nublado
Lima,2011-07-21,19,16,13.9,79.5,16.6,256.4,97.7,251.8,21.7,nublado,nublado
Lima,2011-07-22,18,16,14,81.9,13,178.1,100,247.7,21.3,nublado,nublado
Lima,2011-07-23,18,16,14.2,82.4,11.2,179.1,100,248,21.4,nublado,nublado
Lima,2011-07-24,18,15.8,14.3,84.6,22.3,167.6,99.5,251.2,21.7,nublado,nublado
Lima,2011-07-25,19.9,16,13.7,80.9,20.5,165.4,100,252.9,21.8,nublado,nublado
Lima,2011-07-26,19,16,13.6,80.1,13,298.6,100,252.7,21.9,nublado,nublado
Lima,2011-07-27,20.1,16.9,14,77.5,13,269.8,86.7,253.1,21.9,parcialmente_nublado,nublado
Lima,2011-07-28,21,16.9,14.5,79.5,24.1,167.4,75.5,256,22.2,parcialmente_nublado,parcialmente_nublado
Lima,2011-07-29,21,15.9,14.6,82.3,14.8,175.7,96.6,260.6,22.5,nublado,parcialmente_nublado
Lima,2011-07-30,20,16,14.9,83.8,24.1,168,99.1,253.6,22,nublado,nublado
Lima,2011-07-31,19,16,14.6,83.5,20.5,171.4,100,171.6,15.1,nublado,nublado
Lima,2011-08-01,18,16,14.5,84.8,20.5,175.1,100,248,21.6,nublado,nublado
Lima,2011-08-02,17,16,13.9,86.1,14.8,176.9,99.8,261.3,22.6,nublado,nublado
Lima,2011-08-03,17.1,15,13.4,84.1,9.4,273.1,100,258.3,22.4,nublado,nublado
Lima,2011-08-04,19,16,13.9,82.6,18.4,173.2,95.4,253.8,21.8,nublado,nublado
Lima,2011-08-05,18,15.7,13.7,83.7,14.8,176.1,100,258.5,22.4,nublado,nublado
Lima,2011-08-06,17,15,13.7,85.6,9.4,213.6,99.5,244.8,21.1,nublado,nublado
Lima,2011-08-07,18,15.8,13.7,83,13,193.9,99.1,262.7,22.6,nublado,nublado
Lima,2011-08-08,20,15.9,14,84,18.4,168,94.5,266.1,22.8,nublado,nublado
Lima,2011-08-09,18,15,13.8,85,13,197.8,97.9,262,22.6,nublado,nublado
Lima,2011-08-10,18,15,13.8,85.3,13,190.8,97.9,258.9,22.5,nublado,nublado
Lima,2011-08-11,18,16,13.7,83,11.2,176.2,100,264.2,22.7,nublado,nublado
Lima,2011-08-12,18,15.2,13.8,84.3,16.6,178.6,100,268.1,23.1,nublado,nublado
Lima,2011-08-13,19,15,13.9,85,11.2,283,93.3,265.7,22.9,nublado,nublado
Lima,2011-08-14,19,15.2,14.2,84.3,11.2,208.5,99.1,262.5,22.6,nublado,nublado
Lima,2011-08-15,19,15,14.3,85.9,22.3,185.2,99.5,268.4,23.2,nublado,nublado
Lima,2011-08-16,18.2,15,14.1,85.7,18.4,168.9,100,270.7,23.4,nublado,nublado
Lima,2011-08-17,18,15.8,14.1,85.5,16.6,205.4,100,270.6,23.4,nublado,nublado
Lima,2011-08-18,17.9,15,13.9,86,16.6,169.6,100,268.8,23.1,nublado,nublado
Lima,2011-08-19,17.2,15,13.5,83.4,16.6,165.2,100,273.6,23.6,nublado,nublado
Lima,2011-08-20,20,14.9,13.7,84.1,22.3,184.2,93.6,270,23.6,nublado,nublado
Lima,2011-08-21,17,15,14,87.3,16.6,177.6,100,238.6,20.6,nublado,nublado
Lima,2011-08-22,17.2,14.8,13.6,85.7,16.6,172.2,100,282.7,24.5,nublado,nublado
Lima,2011-08-23,17,14.8,13.2,84.1,18.4,182.9,99.5,280.5,24.3,nublado,nublado
Lima,2011-08-24,17,15,13.3,84.8,24.1,167,99.1,263.3,22.8,nublado,nublado
Lima,2011-08-25,19,14.8,13.7,85,13,211.9,91,276.4,23.8,nublado,nublado
Lima,2011-08-26,18,15,13.9,86.5,11.2,184.1,100,283.2,24.5,nublado,nublado
Lima,2011-08-27,17.8,14.9,14,87.6,14.8,179.5,100,281.3,24.3,nublado,nublado
Lima,2011-08-28,17.1,14.8,13.6,87.1,20.5,173.5,100,283.9,24.5,nublado,nublado
Lima,2011-08-29,17,14.9,13.2,85.3,16.6,192.7,100,272.3,23.5,nublado,nublado
Lima,2011-08-30,19,14.8,13.2,81.8,13,220.1,94,282.6,24.4,nublado,nublado
Lima,2011-08-31,17.1,14,13.3,85.4,9.4,243,97.5,286.2,24.5,nublado,nublado
Lima,2011-09-01,17,15,13.6,87.4,13,193.2,96.3,279.2,24.3,nublado,nublado
Lima,2011-09-02,17.2,14.9,13.8,88.3,16.6,174.5,100,273.4,23.6,nublado,nublado
Lima,2011-09-03,18,14,13.3,84.6,24.1,173.4,98.9,287.5,24.8,nublado,nublado
Lima,2011-09-04,19,15,13.2,81.5,13,189.6,96.4,289.9,25.2,nublado,nublado
Lima,2011-09-05,19,15,13.6,82.8,9.4,230.1,90.3,283.8,24.4,nublado,nublado
Lima,2011-09-06,18,15,13.8,85.8,13,201.7,100,291.2,25.3,nublado,nublado
Lima,2011-09-08,17,14.8,13,83.7,11.2,190.7,100,299.5,25.9,nublado,nublado
Lima,2011-09-09,18.7,13.5,12.8,81,13,198.9,80.5,285.6,24.7,parcialmente_nublado,nublado
Lima,2011-09-10,20,15,13.5,81.8,18.4,182.2,74.3,298.9,25.8,parcialmente_nublado,parcialmente_nublado
Lima,2011-09-11,19.1,14,13.8,84.7,24.1,173.2,60.5,281,24.2,parcialmente_nublado,parcialmente_nublado
Lima,2011-09-12,18,15,13.5,85.6,14.8,185.6,100,293,25.4,nublado,parcialmente_nublado
Lima,2011-09-13,19.1,15,13.3,82.7,11.2,182.7,84.3,300.8,25.9,parcialmente_nublado,nublado
Lima,2011-09-14,19.2,14.8,13.8,84.4,18.4,175.1,72.2,301.8,26.1,parcialmente_nublado,parcialmente_nublado
Lima,2011-09-15,17.1,15,14,88.1,20.5,176.4,99.5,304.2,26.4,nublado,parcialmente_nublado
Lima,2011-09-16,17.8,15,14,86.9,20.5,172.9,99.1,312.8,27,nublado,nublado
Lima,2011-09-17,18.7,15,13.7,84.1,18.4,185.1,100,313.8,27.2,nublado,nublado
Lima,2011-09-18,20.2,15,13.6,80.2,20.5,167.2,76,307.1,26.6,parcialmente_nublado,nublado
Lima,2011-09-19,18.1,15,13.6,84.2,14.8,191.7,95.9,309.5,26.6,nublado,parcialmente_nublado
Lima,2011-09-20,19,15,13.2,82.8,14.8,189,95.6,307.5,26.5,nublado,nublado
Lima,2011-09-21,19,15,13.4,82.7,20.5,174.5,95.4,311.5,26.8,nublado,nublado
Lima,2011-09-22,18,15,13.2,82.8,16.6,186.8,97.1,315.1,27.1,nublado,nublado
Lima,2011-09-23,19,14.8,13.1,81.6,14.8,201.8,99.5,315.9,27.2,nublado,nublado
Lima,2011-09-24,20.2,15,13.2,79,16.6,184.4,76.5,319.9,27.4,parcialmente_nublado,nublado
Lima,2011-09-25,19,15,13.4,81.9,18.4,186.7,94,292.2,25.4,nublado,parcialmente_nublado
Lima,2011-09-26,20,14.9,13.3,81.2,14.8,177.7,90.1,311.5,26.7,nublado,nublado
Lima,2011-09-27,20,15,13.4,81.3,22.3,176.7,72.7,307.3,26.4,parcialmente_nublado,nublado
Lima,2011-09-28,20,15,13.3,80.2,27.7,169,69.5,317.1,27.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-09-29,19,15,13.2,80.9,20.5,176.5,98.2,319.6,27.5,nublado,parcialmente_nublado
Lima,2011-09-30,21,15,13.4,80.3,16.6,200.3,76.4,310.6,26.9,parcialmente_nublado,nublado
Lima,2011-10-01,20.2,15,13.9,80.8,20.5,179.2,69.5,325.7,28.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-02,20.8,15.9,14.6,84,14.8,188.5,81.6,324.2,28.2,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-03,20,16,14.7,85.3,24.1,171.3,98.6,327.4,28.5,nublado,parcialmente_nublado
Lima,2011-10-04,20,15.9,14.9,86.5,18.4,187.3,100,327.4,28.3,nublado,nublado
Lima,2011-10-05,20,15.8,14.5,83.2,18.4,174.5,98.4,332.5,28.6,nublado,nublado
Lima,2011-10-06,20.8,16,13.8,78.5,22.3,168.4,69.1,335.3,28.9,parcialmente_nublado,nublado
Lima,2011-10-07,19,15.9,13.6,80.1,20.5,180,99.1,329.8,28.5,nublado,parcialmente_nublado
Lima,2011-10-08,20,15.9,14.1,82.6,16.6,183.3,93.9,313.7,27.2,nublado,nublado
Lima,2011-10-09,21,15.9,14.2,81.4,16.6,183.4,93.1,311.9,27,nublado,nublado
Lima,2011-10-10,19.1,16,14.3,83.2,22.3,174.4,100,308,26.7,nublado,nublado
Lima,2011-10-11,20,15.8,14.4,83.2,25.9,175.1,100,334.7,28.8,nublado,nublado
Lima,2011-10-12,18.2,15.7,14.1,84.6,24.1,174.4,100,335.4,29.1,nublado,nublado
Lima,2011-10-13,20,15.2,13.9,81.7,16.6,173.1,94.5,333.9,29,nublado,nublado
Lima,2011-10-14,20.6,15,13.4,78.1,33.5,164.9,66.9,340.8,29.4,parcialmente_nublado,nublado
Lima,2011-10-15,18,15,13.5,82.6,16.6,234,92.9,288.3,24.9,nublado,parcialmente_nublado
Lima,2011-10-16,19.7,15,13.4,80.1,14.8,278.9,80.5,297.5,25.6,parcialmente_nublado,nublado
Lima,2011-10-17,20.1,16,13.5,77.4,14.8,187.1,87.9,200.5,17.2,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-18,19,16,14,82.3,14.8,195.7,95.9,213.6,18.3,nublado,parcialmente_nublado
Lima,2011-10-19,18.1,15,13.9,84.9,14.8,221.5,99.5,336.1,29,nublado,nublado
Lima,2011-10-20,20,15,13.7,81.2,13,248.7,83.8,303,26,parcialmente_nublado,nublado
Lima,2011-10-21,22.1,14,13.9,77.9,13,192.5,61,331.9,28.6,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-22,22,16,13.6,75.1,18.4,178.6,70.8,331.1,28.5,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-23,21.8,16,14.5,78.1,22.8,168.4,56.3,279.3,24.1,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-24,21.1,16,14.7,81.3,13,193.5,81.5,305.6,26.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-25,20,16,14.1,79.5,13,308.5,88.5,251.9,21.7,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-26,22.1,15,14.4,78.6,18.4,177.2,84.4,315.8,27.1,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-27,21,16.9,14.5,80.3,20.5,173.1,80.9,220.6,18.9,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-28,22,16,14.7,79.3,16.6,181.7,68,334.1,29,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-29,22,17,15.4,79.4,18.4,176.4,72.1,311.3,26.8,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-30,22,17,15,79.6,20.5,186.6,83.4,339.8,29.5,parcialmente_nublado,parcialmente_nublado
Lima,2011-10-31,22,17,15,79.7,20.5,185.3,91.2,285,24.7,nublado,parcialmente_nublado
Lima,2011-11-01,22,17,15.2,79.4,25.9,172.1,74.3,342.9,29.7,parcialmente_nublado,nublado
Lima,2011-11-02,22,17.8,15.2,79,18.4,182.3,74.3,336.6,29.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-03,22.2,17.8,15.4,78.4,18.4,185.3,84.1,334.4,28.8,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-04,23,17.9,15.5,79.6,14.8,195.6,80.6,331,28.4,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-05,22,17,15.2,79.5,20.5,180.4,71.9,340.9,29.5,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-06,22,17,15.1,78.8,14.8,181.9,66.2,340.7,29.5,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-07,22,17,15.2,79.2,16.6,179.3,79,330.3,28.4,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-08,22,16,15.1,80.1,24.1,168.7,66.8,321.8,27.6,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-09,22,16,15.3,79.6,20.5,174.5,58.5,338,29.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-10,23,17,16.1,81.8,18.4,183.9,80.6,324.8,28,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-11,21,17,16.1,83.5,16.6,181.8,90.8,316.2,27.2,nublado,parcialmente_nublado
Lima,2011-11-12,23,17.8,16.4,82.7,18.4,175.3,81.5,232.8,20,parcialmente_nublado,nublado
Lima,2011-11-13,23.1,16.9,16,83.9,14.8,180,70.5,299.1,25.9,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-14,24,17.9,16,80.7,22.3,175.9,85.3,321,27.8,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-15,22,17,16.2,84,16.6,175.3,58.9,327.1,28.1,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-16,21,17,16.2,85.3,20.5,178.2,89,318.3,27.4,lluvioso,parcialmente_nublado
Lima,2011-11-17,22,17,16.2,81.9,13,215.3,79.8,163.1,14,lluvioso,lluvioso
Lima,2011-11-18,23,18,16.4,80.1,22.3,164.9,83.5,258,22.3,parcialmente_nublado,lluvioso
Lima,2011-11-19,23,18,16.3,81.8,20.5,175.3,84.6,311,26.9,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-20,21,17.8,16.3,84.9,24.1,180.3,80.5,334.8,28.9,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-21,21,17.9,16.1,82.1,16.6,272.5,86.9,324,27.9,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-22,23,18,16.2,79.2,14.8,199,89.9,226.4,19.6,lluvioso,parcialmente_nublado
Lima,2011-11-23,21.9,18,16.2,81,27.7,166.3,81.9,210.7,18.3,parcialmente_nublado,lluvioso
Lima,2011-11-24,23,17.7,16.3,81.2,25.9,171.6,58.2,294.5,25.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-25,21,17.9,15.9,82.8,11.2,215.5,98.9,272.1,23.6,nublado,parcialmente_nublado
Lima,2011-11-26,23.8,17.8,15.7,77.9,18.4,188.5,84.4,281.1,24.3,parcialmente_nublado,nublado
Lima,2011-11-27,24,16,15.9,79.5,18.4,176.8,48.6,320.1,27.7,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-28,22.1,17,16.3,82.2,20.5,174.5,65.1,315.2,27.2,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-29,24,18,16.3,78.1,22.3,193.1,64.7,322,27.7,parcialmente_nublado,parcialmente_nublado
Lima,2011-11-30,23.2,18,16.4,79.2,16.6,178.8,66,338.4,29.1,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-01,23.2,17.8,16.5,79.8,22.3,183.4,71.8,314.1,27.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-02,23,18.8,17.1,81.5,24.1,169.3,74.4,319.3,27.6,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-03,23.8,19,17,80.2,24.1,174.3,72.5,318.4,27.4,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-04,24,19,17.1,79.3,20.5,172.1,68.3,336,28.9,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-05,24,19,17.3,81.4,20.5,174.9,70.5,333.2,28.7,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-06,23,19,17.1,81.2,18.4,178.9,79.9,253.3,21.8,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-07,23,18.9,17.2,84,20.5,182.6,84.4,227.7,19.5,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-08,22.2,18.8,17,84.6,16.6,182.3,88.9,273,23.4,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-09,23,19,17.1,81.4,18.4,179.5,91.3,297.1,25.7,nublado,parcialmente_nublado
Lima,2011-12-10,23,19,17.3,81,24.1,169.6,76.1,195.3,17.2,parcialmente_nublado,nublado
Lima,2011-12-11,23,19,17.2,81.6,24.1,165.3,77.7,185.2,15.9,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-12,24,18,17.3,84.2,14.8,183.8,76.4,201.5,17.4,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-13,24.1,18,17.1,80.1,46.8,165.3,71.5,217.9,18.7,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-14,22.1,18.9,17.5,84.9,22.3,172.5,74.5,273.4,23.6,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-15,24,18,17.2,81.6,16.6,179.1,84.9,233.9,20.2,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-16,26,19,17.8,78.7,24.1,175.1,80.4,222.7,19.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-17,24,19,17.9,83.1,22.3,173.4,71.4,291.6,25.2,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-18,23,17.8,17.6,83.9,24.1,173.3,62.1,230.8,19.9,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-19,23,18.9,17.7,84.8,24.1,220.9,73.3,259.6,22.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-20,25,19,17.5,82.2,13,200.5,78.1,153,13.1,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-21,26,18.9,17,78.3,22.3,174.1,78.8,273,23.6,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-22,22,18,16.6,83.1,18.4,241,75.4,204.5,17.7,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-23,24,17.8,17.1,80.8,16.6,203.3,71.7,293.3,25.3,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-24,24,18,17.3,80.1,25.9,170.3,47.4,268.3,23.1,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-25,23,18.9,18.1,85.9,22.3,167.3,86.2,187.3,16.2,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-26,24,19,18.2,83.7,24.1,162.1,89,290.8,25.1,parcialmente_nublado,parcialmente_nublado
Lima,2011-12-27,24,20.1,18.5,81.9,18.4,167.2,93.5,292.4,25.2,nublado,parcialmente_nublado
